layer,node,SIR
2,4951,1.071
3,4951,1.268
2,1630,2.854
3,1630,1.916
3,6282,1.072
2,3049,1.019
3,3049,1.704
2,1243,3.271
3,1243,1.279
2,2660,1.719
3,2660,1.342
2,1998,2.898
3,1998,1.679
2,3662,2.076
3,3662,1.167
2,4536,2.606
3,6220,1.011
3,5742,1.378
2,4066,1.017
3,4066,1.261
2,4708,2.568
3,4708,1.276
2,2015,1.821
3,2015,4.602
2,4455,1.67
3,4455,1.081
2,3815,1.035
3,3815,1.026
1,423,1.015
2,423,1.015
3,423,1.025
2,4307,1.15
3,4307,1.475
2,1952,3.205
3,1952,2.089
2,5035,1.654
3,5035,1.06
2,3113,2.454
3,3113,1.078
3,5702,1.046
3,5917,1.015
2,2699,1.477
3,2699,1.08
2,3602,1.13
2,4975,1.061
3,4975,1.015
2,4232,1.032
3,4232,1.012
2,4586,2.117
2,4606,1.364
3,4606,3.493
2,3267,1.132
3,3267,1.11
2,730,3.259
3,730,1.649
2,802,1.904
3,802,1.485
2,1160,9.174
3,1160,6.569
1,86,1.037
2,86,1.677
3,86,1.056
1,432,1.023
2,432,5.381
3,432,5.964
3,5920,1.029
2,3804,1.737
3,3804,2.686
2,1851,1.936
1,364,1.013
2,364,1.038
3,364,1.066
2,5142,1.927
3,5142,1.108
2,4961,1.813
3,4961,1.159
2,1729,4.285
3,1729,2.489
2,2647,3.054
3,2647,1.664
2,801,4.699
3,801,3.111
2,3733,1.243
3,3733,1.354
2,4236,1.064
2,792,1.992
3,792,1.16
2,953,1.048
3,953,1.021
2,4497,3.437
3,4497,1.393
2,2521,1.211
2,3015,1.022
3,3015,1.053
3,6379,1.017
1,607,1.026
2,607,3.855
3,607,3.487
2,4689,1.067
3,4689,1.035
2,1939,5.105
2,3216,1.109
3,3216,1.019
3,5966,1.115
3,6180,1.014
2,2392,1.911
1,141,1.018
2,141,2.326
3,141,1.257
2,4856,1.032
3,4856,1.319
2,5486,1.963
3,5486,1.014
3,6013,1.015
2,4057,1.474
3,4057,1.058
2,2170,1.45
3,2170,1.539
1,267,1.018
2,267,1.759
3,267,1.053
2,3068,3.729
3,3068,2.826
2,3596,1.033
3,3596,1.029
2,2613,3.546
3,2613,3.219
2,2882,1.19
3,2882,1.03
3,5623,1.418
3,5882,1.446
2,1333,1.105
3,1333,1.028
2,5009,1.109
2,3341,2.759
3,3341,1.759
2,2050,1.309
3,2050,1.179
2,5553,2.273
3,5553,1.177
2,3328,1.011
3,3328,1.018
2,1430,2.279
3,1430,2.286
2,4503,3.186
3,4503,1.226
2,2740,2.677
3,2740,2.438
3,5978,1.062
2,4126,1.013
3,4126,1.021
2,3332,2.823
3,3332,1.636
2,4379,1.085
2,4210,1.282
3,4210,1.305
1,611,1.017
2,611,1.793
3,611,1.036
2,2841,4.482
3,2841,5.179
2,1799,3.685
3,1799,2.356
2,2676,1.2
2,2267,3.321
3,2267,3.314
2,734,1.896
3,734,1.212
2,3994,1.546
3,3994,1.504
2,1567,11.643
3,1567,17.264
2,2143,1.823
3,2143,1.952
2,4320,1.085
3,4320,1.237
2,918,2.647
3,918,1.313
2,1197,1.339
3,1197,1.153
2,3501,1.057
3,3501,1.166
1,475,1.011
2,475,3.864
3,475,2.188
2,2359,3.343
3,2359,1.662
2,2248,3.168
3,2248,1.441
2,5526,1.056
3,5526,1.07
2,2354,1.071
3,2354,1.156
2,3392,2.667
3,3392,1.165
2,1477,3.208
3,1477,1.908
2,3629,1.927
3,3629,1.273
2,3407,2.058
2,3725,4.472
3,3725,1.994
2,5020,1.044
3,5020,1.098
3,5642,1.084
2,3422,1.214
3,3422,1.341
2,3851,4.617
3,3851,4.992
2,4542,1.499
3,4542,1.664
2,2075,2.873
3,2075,1.279
2,4508,1.011
2,2333,3.376
3,2333,1.957
3,6328,1.023
2,5226,1.019
3,5226,1.103
2,2160,2.3
3,2160,2.738
2,2470,2.371
3,2470,2.073
2,5235,2.635
3,5235,1.151
2,3255,1.227
3,3255,1.059
2,5075,1.112
3,5075,1.049
2,3667,4.62
3,3667,4.219
3,5983,1.039
2,3746,1.699
3,3746,1.133
2,3003,1.019
3,3003,1.024
1,366,1.001
2,366,1.82
3,366,1.206
2,3250,1.124
3,3250,1.127
2,1283,2.701
3,1283,1.138
3,5986,1.063
2,3312,1.126
3,3312,1.308
3,5663,1.385
2,4912,1.057
3,4912,1.104
2,2832,2.766
3,2832,1.137
2,673,1.032
2,791,1.955
3,791,1.935
2,1815,2.171
3,1815,1.174
1,566,1.018
2,566,3.793
3,566,3.324
2,4529,1.019
2,724,3.424
3,6243,1.036
2,4086,1.042
3,4086,1.046
2,2342,1.019
2,3315,2.97
3,3315,2.308
2,3138,2.058
3,3138,1.078
2,3785,1.054
3,3785,1.037
2,5290,2.202
3,5290,1.264
2,4936,2.576
2,3545,1.016
3,3545,1.109
3,6330,1.027
2,1710,1.721
3,1710,1.31
1,509,1.023
2,509,8.593
3,509,18.97
3,5987,1.038
2,2065,1.013
2,5168,1.838
2,4142,2.024
2,5501,1.711
3,6083,1.024
2,1127,2.201
3,1127,2.028
2,2149,1.02
3,2149,1.02
2,1123,4.132
3,1123,7.971
2,3141,2.822
3,3141,1.281
2,3462,1.021
2,5077,2.307
2,5455,1.01
3,5455,1.014
1,231,1.011
2,231,1.014
3,231,1.016
2,2135,3.231
3,2135,2.053
2,2483,2.678
3,2483,1.106
2,1187,6.567
3,1187,1.747
3,6279,1.03
2,5409,1.017
3,5409,1.082
2,1098,6.569
3,1098,1.681
2,2974,1.183
3,2974,1.196
2,1698,2.828
3,1698,2.441
2,4956,2.948
3,4956,1.535
1,304,1.001
3,304,1.115
2,1314,1.765
3,1314,1.041
2,3116,2.066
3,3116,1.217
2,1923,1.632
3,1923,1.417
2,1483,2.592
3,1483,1.304
2,3396,3.151
3,3396,1.119
2,4906,1.015
3,4906,1.581
3,5624,1.018
2,4477,4.06
2,3611,1.135
2,2242,2.15
3,2242,1.596
2,5456,1.058
3,5456,1.128
2,4171,1.499
3,4171,1.016
2,3209,1.654
3,3209,1.296
2,5025,2.565
3,5025,1.221
2,3800,2.832
3,3800,1.032
2,2637,2.382
3,2637,1.245
2,2216,1.035
3,2216,1.431
1,314,1.001
2,314,2.845
3,314,1.094
2,5403,1.1
3,5403,1.046
2,2936,1.626
3,2936,1.215
3,5715,1.073
2,5086,1.022
1,16,1.017
2,16,7.706
3,16,6.831
1,324,1.018
2,324,2.396
3,324,1.092
2,5050,3.204
3,5050,1.074
2,3305,2.082
3,3305,1.023
3,5970,2.129
2,4277,1.029
3,4277,1.028
2,2474,7.207
3,2474,4.419
2,2168,1.995
3,2168,1.385
2,2941,3.844
3,2941,2.354
2,5562,4.456
3,5562,4.097
2,2493,4.687
3,2493,3.974
2,4224,2.937
3,4224,3.78
2,1699,2.556
2,3831,1.808
3,3831,1.026
2,2598,1.013
3,2598,1.091
2,2609,2.395
3,2609,1.598
2,3816,2.327
3,3816,1.041
2,5563,2.912
3,5563,1.465
2,1189,1.184
2,2871,2.631
3,2871,1.335
2,1953,1.544
3,1953,1.01
2,3306,3.138
3,3306,1.139
2,2088,5.255
3,2088,3.82
2,3886,1.397
3,3886,1.435
2,2320,3.385
3,2320,1.648
2,3482,1.268
3,3482,1.38
2,1928,1.696
3,1928,1.099
2,1902,1.894
3,1902,1.095
3,5705,1.059
2,3223,1.474
3,3223,1.08
2,1562,1.019
3,1562,1.061
2,978,1.79
3,978,1.21
2,4609,1.106
3,4609,1.047
2,4045,1.995
3,4045,1.131
2,3897,2.887
3,3897,1.539
2,1147,3.922
3,1147,1.411
1,28,1.024
2,28,14.774
3,28,22.631
2,5211,1.909
2,4096,1.864
1,244,1.021
2,244,6.691
3,244,7.301
3,6116,1.055
2,2722,1.018
2,1673,6.762
3,1673,4.711
2,4916,1.158
3,4916,1.799
2,3156,3.09
3,3156,1.061
2,1191,3.211
3,1191,1.805
2,5458,3.399
3,5458,1.841
2,5556,1.396
3,5556,1.453
3,6269,1.018
2,3670,2.493
2,3561,1.137
3,3561,1.187
2,2697,1.876
2,5232,1.019
2,1878,2.201
3,1878,1.373
2,3194,1.372
3,3194,1.065
2,2451,2.174
2,3496,2.12
3,3496,1.094
3,5918,1.108
2,2002,1.164
2,2280,1.029
3,2280,1.179
1,65,1.016
2,65,2.636
3,65,1.904
2,1409,4.166
3,1409,4.925
2,2772,2.151
3,2772,1.117
2,3451,3.564
3,3451,1.451
2,5170,2.078
3,6394,1.03
2,2604,4.281
3,2604,1.805
2,1974,1.313
3,1974,1.876
2,3294,2.119
3,3294,1.327
3,5877,1.05
1,502,1.016
2,502,2.157
3,502,1.04
2,2294,2.482
3,2294,1.232
2,4629,2.82
3,4629,2.132
3,5634,1.061
3,6329,1.026
2,1547,1.906
3,1547,1.719
2,1255,2.675
3,1255,1.375
3,5772,1.031
2,4348,1.172
1,619,1.019
2,619,2.599
3,619,2.38
2,5164,3.053
3,5164,2.109
2,1834,1.807
3,1834,2.752
1,557,1.044
2,557,6.726
3,557,9.344
1,8,1.074
2,8,2.756
3,8,1.388
2,5418,1.47
3,5418,1.014
2,5302,1.145
3,5302,1.04
2,1508,2.508
3,1508,1.388
2,1240,8.424
3,1240,9.853
2,3413,1.224
3,3413,1.532
2,1706,3.258
3,1706,2.269
1,473,1.012
2,473,1.062
3,473,1.038
2,5215,1.017
3,5215,1.28
2,4890,1.987
3,4890,1.142
2,1287,1.02
3,1287,1.09
2,3639,1.113
3,3639,1.019
2,1131,4.236
3,1131,1.571
1,102,1.033
2,102,3.356
3,102,2.15
2,4903,1.169
3,4903,1.068
2,3319,1.017
3,3319,1.039
2,2404,2.289
3,2404,1.388
2,4934,2.448
3,4934,1.156
2,5447,1.671
3,5447,1.423
2,2195,1.034
3,2195,1.128
2,5241,1.707
3,5241,1.035
1,290,1.001
2,290,2.034
2,835,2.28
3,835,1.238
2,4308,2.196
3,4308,1.278
2,2289,1.186
3,2289,1.844
2,5433,1.015
3,5433,1.017
2,5587,1.014
3,5587,1.01
2,2010,2.739
3,2010,1.415
2,2805,2.21
3,2805,1.094
2,3978,1.017
3,3978,1.016
1,25,1.014
2,25,2.238
3,25,1.104
2,4762,1.528
2,1735,5.586
3,1735,4.517
2,4098,4.029
3,4098,3.74
2,3095,2.303
3,3095,1.199
2,2635,3.282
3,2635,1.78
2,5389,2.636
3,5389,1.018
3,5906,1.672
2,5338,1.503
3,5338,1.023
3,6118,1.088
2,5126,1.264
3,5126,2.88
2,4885,2.155
3,4885,1.247
2,3155,2.532
3,3155,1.714
2,5359,2.892
1,176,1.001
2,176,1.185
3,176,1.401
2,5119,1.424
3,5119,1.029
2,5523,2.036
3,5523,1.105
3,5698,1.044
2,1938,3.557
3,1938,1.48
2,2341,1.324
3,2341,1.042
3,6144,1.067
2,3701,1.392
3,3701,1.415
2,2603,1.079
3,2603,1.092
2,3268,1.03
3,3268,1.045
1,442,1.009
2,442,3.188
2,4380,1.012
3,4380,1.023
2,3825,1.043
2,5214,2.49
2,1860,2.509
3,1860,1.208
3,5811,1.018
1,334,1.022
2,334,1.047
3,334,1.076
2,5162,2.891
3,5162,1.289
2,961,3.022
2,4101,1.026
3,4101,1.135
2,904,8.862
3,904,1.508
2,1263,1.487
3,1263,1.117
2,2972,2.08
3,2972,1.008
2,1222,4.762
3,1222,1.382
2,4390,1.013
3,4390,1.045
2,1875,1.447
3,1875,1.655
2,664,1.142
3,664,1.284
2,3458,2.724
3,3458,1.202
2,4896,3.698
3,4896,6.035
2,3982,1.44
2,2742,2.587
3,5954,1.022
2,3744,1.052
3,3744,1.012
2,3735,1.024
3,3735,1.109
3,6248,1.035
1,10,1.078
2,10,6.602
3,10,12.373
2,4111,2.131
3,4111,1.245
2,1278,1.803
3,1278,1.242
1,549,1.012
2,549,3.715
3,549,2.385
2,1389,1.019
3,1389,1.075
2,3867,1.011
3,6308,1.027
2,1456,1.055
3,1456,1.018
2,2587,2.874
3,2587,2.499
2,1668,1.031
3,1668,1.036
1,23,1.033
2,23,9.181
3,23,10.763
2,1681,1.089
3,1681,1.034
2,1324,2.093
3,1324,1.035
1,398,1.054
2,398,3.774
3,398,2.469
2,2153,2.108
3,2153,1.307
2,4335,2.358
3,4335,2.575
2,5355,2.131
3,5355,1.077
3,5752,1.185
2,1272,2.97
3,1272,2.009
2,3168,1.298
3,3168,6.366
2,3752,5.48
3,3752,4.484
2,5560,2.703
3,5560,1.023
1,126,1.107
2,126,14.285
3,126,21.875
2,1368,5.223
3,1368,3.252
3,5777,1.172
2,2706,1.179
3,2706,1.164
2,1486,1.018
3,1486,1.035
2,1831,1.447
3,1831,1.424
2,1751,2.91
3,1751,1.382
1,621,1.017
2,621,2.021
3,621,1.883
1,135,1.014
2,135,1.416
3,135,2.057
2,3244,2.924
3,3244,1.394
2,2055,2.22
3,2055,1.651
2,5419,2.289
3,5419,1.057
2,1647,2.817
3,1647,1.045
3,5620,1.041
2,945,1.847
3,945,1.69
2,5400,1.108
3,5400,1.163
2,5566,1.011
3,5566,1.172
2,5356,1.011
3,5356,1.083
1,519,1.012
3,5670,1.036
3,6024,1.129
2,1578,3.788
3,1578,2.287
2,2920,5.522
3,2920,5.384
2,3172,1.029
3,3172,1.058
2,3292,1.05
3,3292,1.109
2,756,3.821
3,756,1.636
2,4711,2.119
3,4711,1.455
2,4810,1.115
2,1855,3.157
3,1855,1.364
2,4442,1.902
3,4442,1.753
2,1152,7.264
3,1152,6.89
2,4189,1.023
3,4189,1.013
2,2102,2.54
3,2102,1.018
2,1807,2.692
3,1807,1.285
2,2668,4.314
3,2668,2.471
1,575,1.01
2,575,1.018
3,575,1.017
2,3944,1.027
3,3944,1.284
3,5985,1.267
2,3196,1.059
3,3196,1.072
1,347,1.027
2,347,2.56
3,347,1.381
3,6114,1.045
2,2818,8.651
3,2818,8.208
2,944,1.771
3,944,1.034
2,3261,1.795
3,6164,1.025
2,5298,2.804
3,5298,1.183
2,1496,6.232
3,1496,9.4
2,4833,2.073
3,6363,1.035
2,3835,1.047
3,3835,1.233
2,3219,1.297
1,225,1.017
2,225,1.016
3,225,1.016
2,2545,1.022
3,2545,1.012
3,6393,1.031
2,1427,2.337
3,1427,1.133
2,1494,3.548
3,1494,2.33
2,4432,2.643
3,4432,1.653
2,1373,3.267
3,1373,1.021
2,2367,1.043
3,2367,1.033
2,3129,1.093
3,3129,1.195
3,5924,1.064
2,1841,1.701
3,1841,4.111
3,6215,1.029
2,1976,1.294
3,1976,1.201
2,3365,3.638
3,3365,2.558
2,2234,1.095
3,2234,1.035
2,3625,1.385
3,3625,2.077
3,5865,1.124
2,941,6.015
3,941,3.514
2,3161,1.07
3,3161,1.324
1,297,1.001
2,297,1.036
3,297,1.606
2,1999,1.791
3,1999,1.124
1,497,1.021
2,497,4.191
3,497,3.277
2,5087,1.01
3,5087,1.047
2,1320,1.797
3,1320,1.305
2,4771,1.053
3,4771,1.18
2,1812,3.092
3,1812,1.839
2,1601,2.944
3,1601,1.542
2,1288,1.065
3,1288,1.06
2,2399,3.389
3,2399,1.597
2,854,4.905
3,854,3.571
2,4468,2.591
3,4468,1.019
3,6273,1.036
1,393,1.071
2,393,3.951
3,393,3.609
2,5231,2.12
3,5231,1.166
2,3463,2.102
3,6399,1.05
2,958,15.943
3,958,16.737
2,3760,1.032
3,3760,1.014
2,1833,2.36
3,1833,1.397
2,1725,2.163
3,1725,1.577
2,4621,2.448
3,4621,1.799
2,2115,6.727
3,2115,7.591
2,3637,3.906
3,3637,1.574
2,5098,1.525
3,5098,1.022
2,5593,2.956
2,5013,2.16
3,5013,1.018
2,4860,1.025
3,4860,1.05
2,3640,1.291
3,3640,1.045
2,1566,5.28
3,1566,4.0
2,5357,1.637
3,5357,1.093
2,5392,2.485
3,5392,1.179
2,3823,2.21
3,3823,1.115
2,1447,1.014
3,1447,1.019
2,729,5.827
3,729,4.143
2,3818,2.332
2,3987,2.991
3,3987,1.862
2,3684,1.069
3,3684,1.391
2,2650,4.439
3,2650,3.845
2,4242,1.012
3,4242,1.062
2,2397,1.075
3,2397,1.26
3,6138,1.017
2,3269,1.531
3,3269,1.033
2,1550,3.631
3,1550,1.657
2,2387,2.933
3,2387,2.116
3,5749,1.77
2,4823,2.646
3,4823,1.429
2,2747,2.324
3,2747,1.052
2,5277,1.031
3,5277,1.032
2,3814,1.048
1,335,1.027
3,335,2.622
1,127,1.02
2,127,7.395
3,127,10.775
2,3380,1.03
3,3380,1.086
1,424,1.015
2,424,1.016
3,424,1.014
2,2567,2.489
3,2567,1.744
2,4908,1.023
2,4597,1.019
3,4597,1.043
2,1675,1.133
3,1675,1.109
2,4958,2.171
3,4958,1.152
2,1646,2.32
3,1646,1.287
2,2954,2.261
3,2954,1.211
2,4298,2.082
3,4298,1.174
2,1491,1.114
3,1491,1.034
2,5337,4.882
3,5337,4.128
2,5276,2.421
2,1779,2.832
3,1779,1.095
2,674,5.903
3,674,2.162
2,3985,2.157
3,3985,1.199
2,2913,1.413
3,2913,1.141
2,692,3.917
3,692,2.844
2,1758,1.014
3,1758,1.079
2,5014,2.672
3,5014,1.129
2,1216,2.281
3,1216,1.345
2,4285,2.402
3,4285,2.555
2,3618,1.041
3,3618,1.071
2,4388,2.324
3,4388,1.746
2,1318,1.975
3,1318,1.341
2,1529,2.463
3,1529,2.612
2,2561,1.016
3,2561,1.182
2,4715,6.056
3,4715,3.739
2,5239,1.857
3,5239,1.027
1,602,1.019
2,602,1.182
3,602,1.118
2,5445,1.93
3,5445,1.127
2,3143,1.53
3,3143,1.161
3,5980,1.016
2,4509,2.056
3,4509,1.042
1,52,1.074
2,52,4.599
3,52,3.242
2,1733,1.81
2,3560,1.045
2,1396,6.972
3,1396,7.849
2,4720,2.307
2,2723,1.559
2,1921,6.426
3,1921,8.216
3,6340,1.025
2,4365,2.01
3,4365,2.032
2,3076,1.016
3,3076,1.056
3,6154,1.113
2,2204,1.064
3,2204,1.287
2,5446,1.019
2,4992,2.126
3,4992,1.063
2,5362,2.227
3,5362,1.848
2,1932,7.337
3,1932,8.3
2,737,1.055
3,737,1.286
2,3347,2.637
3,3347,2.409
2,4882,3.318
3,4882,1.075
2,3275,1.013
1,249,1.117
2,249,5.305
3,249,3.414
2,5297,1.102
3,5297,1.119
2,3436,2.77
3,3436,2.824
2,4876,2.364
3,4876,1.017
2,4004,6.499
3,4004,11.821
2,3741,4.534
3,3741,4.925
2,5548,2.287
3,5548,1.046
3,6313,1.027
1,395,1.014
2,395,1.011
3,395,1.148
2,1051,1.04
3,1051,1.022
3,5852,1.026
2,2119,6.435
3,2119,13.944
2,2695,1.015
1,413,1.016
2,413,1.839
3,413,1.305
2,2500,1.008
2,4789,1.979
3,4789,1.012
3,5757,1.265
3,6239,1.109
1,205,1.052
2,205,2.843
3,205,2.662
1,185,1.014
2,185,2.416
3,185,1.177
2,4368,1.123
3,4368,1.119
2,1326,2.115
1,170,1.049
2,170,10.788
3,170,10.522
2,4078,2.72
2,4688,1.027
3,4688,1.287
2,2956,1.091
2,5428,1.94
3,5428,1.087
2,3757,1.453
3,3757,1.081
2,4618,1.009
3,4618,1.014
3,6208,1.04
3,5904,1.03
2,951,1.027
3,951,1.885
2,2503,1.65
3,2503,1.111
2,4403,2.586
3,4403,1.204
2,818,1.324
3,818,1.015
2,4452,1.151
3,4452,1.19
2,4512,1.01
3,4512,1.051
3,6391,1.023
2,3972,2.57
3,3972,1.912
3,6073,1.176
2,1052,2.246
2,1441,6.039
3,1441,6.831
2,3663,1.846
3,3663,1.064
3,5672,1.024
2,3837,1.028
3,3837,1.109
2,3115,2.733
3,3115,1.276
2,5454,2.606
3,5454,1.248
1,460,1.014
2,460,4.922
3,460,4.829
2,1039,2.049
3,1039,1.123
2,1485,3.428
3,1485,1.415
2,917,2.179
3,917,1.418
2,1606,3.956
3,1606,1.498
1,377,1.03
3,377,1.068
2,2047,2.288
3,2047,1.324
1,219,1.014
2,219,3.547
3,6386,1.136
3,5736,1.139
2,4001,1.334
3,4001,1.379
2,1276,2.266
3,1276,1.202
2,828,7.827
2,5194,2.741
3,5194,2.468
2,4677,1.019
3,4677,1.19
2,3970,1.013
2,1375,1.187
3,1375,1.673
3,5929,1.045
3,6030,1.03
1,95,1.035
2,95,1.928
2,2421,3.277
3,2421,1.628
2,4437,2.02
2,5410,2.064
3,5410,1.027
1,618,1.014
3,618,1.008
3,5763,1.032
2,5582,2.117
3,6380,1.027
2,4893,3.152
3,4893,2.12
2,859,1.242
3,859,1.153
2,2061,1.551
3,2061,1.064
2,2896,3.451
3,2896,1.262
2,1273,3.335
3,1273,1.479
2,2731,2.287
3,2731,1.048
2,909,9.678
3,909,9.27
2,3532,3.29
3,3532,1.165
2,4303,4.49
3,4303,7.339
3,5992,1.172
2,1708,1.512
3,1708,1.046
2,947,3.786
3,947,1.754
2,1227,6.497
3,1227,3.923
2,3842,1.553
2,2577,1.451
3,2577,2.898
3,5902,1.075
3,6397,1.087
1,305,1.014
2,305,3.398
3,305,1.184
3,5647,1.039
2,4518,1.081
3,4518,1.97
2,5000,2.407
2,4967,1.7
3,4967,1.21
3,6093,1.017
2,3182,1.785
3,3182,1.058
2,4830,1.014
3,5616,1.051
2,2861,1.02
3,2861,1.014
1,76,1.055
2,76,3.868
3,76,4.565
1,426,1.017
2,426,2.146
3,426,1.228
1,251,1.12
2,251,1.294
3,251,1.399
2,4943,1.055
2,1592,2.641
3,1592,1.03
1,350,1.012
2,350,1.12
3,350,1.1
2,3001,4.703
3,3001,2.283
2,2683,2.298
3,2683,1.202
2,695,4.103
3,695,3.968
2,1541,1.249
3,1541,1.322
2,1522,2.925
3,1522,1.121
2,1310,1.991
3,1310,1.188
1,439,1.016
2,439,1.022
3,439,1.015
2,1262,1.114
3,1262,1.107
2,3048,1.209
2,5024,1.112
3,5024,1.151
2,1337,1.133
2,840,2.669
3,840,2.267
3,6123,1.133
3,5738,1.103
3,5834,1.393
2,3833,1.215
3,3833,1.135
2,4850,2.521
3,4850,1.757
2,2688,3.237
3,2688,3.462
2,1385,2.167
3,1385,1.088
2,2875,1.015
3,2875,1.028
2,3024,6.279
3,3024,6.717
1,565,1.009
2,565,1.013
3,565,1.364
2,3189,2.081
3,3189,1.068
2,3734,1.579
2,1370,1.021
3,1370,1.278
2,3110,1.039
3,3110,1.011
2,3014,1.73
2,5022,3.437
3,5022,1.513
2,1234,4.018
3,1234,1.871
3,6002,1.026
2,5070,3.711
3,5070,4.401
2,707,1.134
3,707,1.098
1,207,1.017
3,207,1.069
2,2607,1.105
3,2607,1.26
2,4214,2.011
2,3685,1.02
3,3685,1.018
2,4632,3.01
3,4632,1.015
2,1822,1.201
3,1822,1.226
2,1972,1.227
3,1972,1.151
2,2272,3.033
3,2272,1.49
1,600,1.009
2,600,2.919
3,600,3.385
2,996,5.049
3,996,5.024
2,1071,1.117
3,1071,1.074
3,5734,1.165
2,5483,1.043
3,5483,1.086
2,2131,4.83
3,2131,3.499
2,5432,1.02
3,5432,1.131
2,4988,2.71
3,4988,1.613
2,2362,1.347
3,2362,1.083
2,891,1.496
3,891,1.544
2,5531,1.968
3,5531,2.473
2,1088,6.923
3,1088,4.71
3,6283,1.017
2,933,1.219
3,933,1.329
2,3460,2.512
3,3460,1.061
2,3106,2.263
3,3106,1.042
2,2909,3.691
3,2909,2.838
2,1125,2.777
3,1125,1.948
2,1741,1.101
2,4837,1.093
3,4837,1.215
2,4247,2.452
3,4247,1.311
2,3132,1.012
3,3132,1.033
2,4051,2.407
3,4051,2.882
2,3809,2.82
2,2152,4.771
3,2152,2.237
2,2594,1.108
3,2594,1.088
3,6031,1.015
2,3494,1.062
3,3494,1.042
3,6265,1.112
2,3900,1.009
2,4059,1.021
3,4059,1.02
3,5732,1.141
2,2304,5.845
3,2304,16.733
3,6131,1.027
2,4576,1.092
3,4576,1.1
2,3694,3.068
3,3694,1.299
2,2076,1.994
3,2076,1.121
2,1969,2.172
3,1969,1.382
2,1768,2.281
3,1768,1.024
2,4889,1.347
3,4889,1.05
2,4861,2.215
3,6132,1.037
2,2445,1.354
3,2445,1.907
1,342,1.013
2,342,5.462
3,342,9.527
2,4480,1.228
2,1887,4.11
3,1887,1.846
1,354,1.024
2,354,3.576
3,354,2.614
2,1540,1.763
3,1540,1.464
2,1910,1.033
3,1910,1.103
1,42,1.01
2,42,2.871
3,42,1.457
1,293,1.015
3,293,1.098
2,4014,6.263
3,4014,5.279
2,1669,1.125
3,1669,1.291
2,5141,1.071
3,5141,1.018
2,5493,3.244
3,5493,2.024
3,6079,1.04
1,146,1.016
3,146,1.017
2,1746,1.302
3,1746,1.593
2,4963,1.012
3,4963,1.026
2,1260,2.235
3,1260,1.075
2,3865,2.137
3,3865,1.448
2,2544,2.159
3,5643,1.037
3,6371,1.034
2,3372,1.037
3,3372,1.031
2,4733,1.147
3,4733,1.341
2,3737,1.481
3,3737,1.517
2,1830,5.14
3,1830,3.456
2,5115,1.023
3,5115,1.058
3,5873,1.042
2,1179,6.436
3,1179,2.984
1,415,1.005
2,415,2.164
3,415,1.067
2,1395,1.6
3,1395,1.322
2,4186,2.67
3,4186,2.937
2,3709,2.053
3,3709,1.11
2,1265,1.125
3,1265,1.208
1,541,1.013
2,541,4.026
3,541,2.644
2,3652,1.638
3,3652,2.757
3,5965,1.087
2,2870,2.908
3,2870,2.108
2,1950,1.868
3,1950,1.788
2,3957,3.5
3,3957,1.182
2,5054,1.024
2,2215,3.53
3,2215,3.122
2,4868,1.019
3,4868,1.017
2,4154,1.225
2,3160,1.012
3,3160,1.12
2,3070,2.215
3,3070,1.053
1,469,1.027
2,469,3.37
3,469,2.722
2,1217,1.734
3,1217,1.972
1,520,1.012
2,520,1.206
3,520,1.152
3,5849,1.019
2,5522,3.649
3,5522,2.318
2,5219,1.412
3,5219,1.649
2,5217,1.809
2,2518,1.182
3,2518,1.019
1,656,1.012
2,656,2.212
3,656,1.186
1,216,1.019
2,1563,1.031
3,1563,1.324
2,4249,2.306
2,4165,2.175
3,4165,1.043
3,5891,1.014
2,1638,2.791
3,1638,1.058
2,4407,2.323
3,4407,2.228
2,5296,2.402
3,5296,1.134
2,3914,2.383
3,3914,1.017
2,2585,3.48
3,2585,2.426
3,6157,1.014
1,372,1.032
2,372,19.5
3,372,11.655
2,5167,2.087
3,5167,1.238
2,5039,1.102
3,5039,1.015
2,5184,1.012
3,5184,1.092
2,4267,2.263
2,2890,2.928
3,2890,2.263
2,2625,2.226
3,2625,1.514
2,5262,2.991
3,6080,1.023
2,4131,1.973
2,2591,3.879
3,2591,2.194
2,2693,2.989
3,2693,2.412
2,1336,3.563
3,1336,2.389
3,6351,1.108
2,871,2.195
3,871,1.188
1,250,1.017
2,250,1.075
3,250,1.156
2,1057,5.897
3,1057,5.039
2,5371,2.568
3,5371,1.132
2,3952,2.877
3,3952,6.058
2,5547,2.099
3,5547,1.087
3,6227,1.038
3,6129,1.045
2,1113,1.438
2,2512,1.076
3,2512,1.155
2,5229,2.056
3,6060,1.073
2,4361,3.488
3,4361,2.627
2,4829,1.889
3,4829,1.329
2,3673,3.263
3,3673,2.95
2,2878,1.013
3,2878,1.276
3,6040,1.019
2,1553,1.162
3,1553,1.049
2,3376,1.743
3,3376,1.407
2,1765,3.188
3,1765,2.35
3,5791,2.203
3,5827,1.238
3,6120,1.226
2,5472,1.91
3,5472,1.091
3,5807,1.216
1,594,1.032
2,594,4.371
3,594,1.993
2,2813,5.88
3,2813,6.778
2,3206,2.616
3,3206,1.487
2,1770,10.066
3,1770,8.743
2,1056,3.541
3,1056,4.345
3,6325,1.017
1,229,1.012
2,229,2.769
3,229,1.127
2,4797,1.912
3,4797,1.56
2,5247,2.497
3,5247,1.022
3,5973,1.03
2,709,1.126
3,709,1.192
1,182,1.021
