node_id,layer 1,layer 2,layer 3,Mean
2427,0,2.482,1.048,1.1766666666666667
65,1.016,2.636,1.904,1.852
5636,0,0,1.046,0.3486666666666667
2705,0,1.041,1.08,0.707
1045,0,3.304,1.792,1.6986666666666668
3614,0,1.111,1.408,0.8396666666666667
6183,0,0,1.123,0.37433333333333335
377,1.03,0,1.068,0.6993333333333333
778,0,7.659,5.874,4.511
727,0,8.771,6.937,5.236000000000001
1400,0,2.17,1.269,1.1463333333333334
3636,0,2.693,1.99,1.561
5754,0,0,1.672,0.5573333333333333
334,1.022,1.047,1.076,1.0483333333333333
3786,0,1.591,2.992,1.5276666666666667
1713,0,1.959,2.431,1.4633333333333336
5741,0,0,1.014,0.338
3744,0,1.052,1.012,0.6880000000000001
5370,0,1.886,1.095,0.9936666666666666
6036,0,0,1.208,0.4026666666666667
234,1.012,2.343,0,1.1183333333333334
1660,0,1.989,1.063,1.0173333333333334
1890,0,1.159,1.106,0.755
2394,0,4.084,3.396,2.493333333333333
641,1.021,3.24,1.699,1.9866666666666666
662,1.014,2.179,1.432,1.5416666666666667
2796,0,2.364,0,0.7879999999999999
4151,0,1.028,1.276,0.7680000000000001
2537,0,2.439,1.109,1.1826666666666668
4953,0,2.148,1.052,1.0666666666666667
1540,0,1.763,1.464,1.0756666666666665
3113,0,2.454,1.078,1.1773333333333333
6199,0,0,1.018,0.3393333333333333
5749,0,0,1.77,0.59
2168,0,1.995,1.385,1.1266666666666667
4000,0,1.016,0,0.33866666666666667
4863,0,1.033,1.019,0.6839999999999998
1145,0,2.411,0,0.8036666666666666
1884,0,3.564,1.365,1.643
4489,0,2.76,1.242,1.3339999999999999
2193,0,5.863,3.839,3.234
1119,0,4.487,1.957,2.148
5240,0,3.295,0,1.0983333333333334
3587,0,1.028,0,0.3426666666666667
5658,0,0,1.893,0.631
1111,0,3.542,1.889,1.8103333333333333
3035,0,1.417,1.015,0.8106666666666666
5311,0,2.106,1.029,1.045
693,0,6.567,6.3,4.289000000000001
1325,0,2.862,1.169,1.3436666666666668
2377,0,2.265,1.348,1.2043333333333335
3229,0,1.848,1.172,1.0066666666666666
2231,0,3.152,1.08,1.4106666666666667
504,1.013,1.537,1.514,1.3546666666666667
1063,0,2.217,1.574,1.2636666666666667
3594,0,2.831,3.573,2.1346666666666665
2504,0,1.016,0,0.33866666666666667
5469,0,2.277,2.237,1.5046666666666668
5293,0,2.046,1.216,1.0873333333333333
2539,0,2.581,1.458,1.3463333333333332
6356,0,0,1.027,0.3423333333333333
1808,0,1.737,2.07,1.269
2437,0,1.944,1.345,1.0963333333333332
1133,0,4.017,1.921,1.9793333333333336
1891,0,1.231,1.15,0.7936666666666667
3065,0,1.873,0,0.6243333333333333
452,1.018,7.231,7.825,5.3580000000000005
2562,0,4.891,5.364,3.418333333333333
3021,0,1.007,1.014,0.6736666666666666
440,1.016,1.012,1.017,1.015
4523,0,1.071,1.221,0.7639999999999999
2063,0,2.335,1.08,1.1383333333333334
3353,0,2.591,1.372,1.321
1126,0,4.825,3.735,2.8533333333333335
314,1.001,2.845,1.094,1.6466666666666667
5169,0,1.059,1.241,0.7666666666666666
6224,0,0,1.046,0.3486666666666667
4279,0,2.083,1.015,1.0326666666666666
2845,0,2.54,1.089,1.2096666666666667
6288,0,0,1.161,0.387
2917,0,1.459,1.782,1.0803333333333334
2349,0,4.844,1.481,2.1083333333333334
5105,0,1.058,1.039,0.699
126,1.107,14.285,21.875,12.422333333333333
4499,0,1.011,1.096,0.7023333333333334
1346,0,1.111,1.242,0.7843333333333332
2687,0,1.947,1.033,0.9933333333333333
6266,0,0,1.108,0.36933333333333335
5838,0,0,1.047,0.349
5494,0,2.164,1.913,1.359
6393,0,0,1.031,0.3436666666666666
3390,0,1.872,0,0.624
280,1.001,5.412,2.948,3.1203333333333334
5931,0,0,1.01,0.33666666666666667
152,1.146,1.141,1.954,1.4136666666666666
5456,0,1.058,1.128,0.7286666666666667
5034,0,2.232,1.224,1.1520000000000001
3912,0,2.309,0,0.7696666666666667
3545,0,1.016,1.109,0.7083333333333334
2332,0,1.18,1.215,0.7983333333333333
3510,0,2.485,1.017,1.1673333333333333
5694,0,0,1.41,0.47
5733,0,0,1.154,0.38466666666666666
4809,0,2.192,1.083,1.0916666666666668
5355,0,2.131,1.077,1.0693333333333332
2945,0,2.159,0,0.7196666666666666
1738,0,3.051,1.625,1.5586666666666666
3434,0,1.094,0,0.3646666666666667
4373,0,2.648,1.97,1.5393333333333334
3455,0,6.145,4.514,3.5529999999999995
6316,0,0,1.008,0.336
6004,0,0,1.033,0.3443333333333333
6370,0,0,1.016,0.33866666666666667
2662,0,1.495,1.066,0.8536666666666667
624,1.016,1.151,1.064,1.077
5125,0,1.857,0,0.619
3239,0,1.062,1.19,0.7506666666666666
4200,0,1.306,1.013,0.773
4376,0,1.038,1.048,0.6953333333333335
4916,0,1.158,1.799,0.9856666666666666
6221,0,0,1.069,0.35633333333333334
4153,0,1.694,0,0.5646666666666667
2424,0,2.031,1.114,1.0483333333333336
3219,0,1.297,0,0.4323333333333333
3789,0,2.084,1.273,1.119
1977,0,1.153,1.085,0.746
3603,0,1.077,1.022,0.6996666666666668
1300,0,3.276,2.163,1.813
3336,0,2.296,1.303,1.1996666666666667
4576,0,1.092,1.1,0.7306666666666667
5528,0,1.589,1.208,0.9323333333333332
2930,0,2.7,1.288,1.3293333333333335
4983,0,3.372,2.972,2.1146666666666665
2097,0,2.644,0,0.8813333333333334
1705,0,1.17,1.463,0.8776666666666667
6376,0,0,1.029,0.34299999999999997
3681,0,2.685,1.411,1.3653333333333333
448,1.02,2.004,1.259,1.4276666666666664
3424,0,1.031,1.05,0.6936666666666667
5891,0,0,1.014,0.338
4133,0,1.032,1.034,0.6886666666666666
4115,0,1.025,1.035,0.6866666666666665
2412,0,3.838,2.909,2.249
5371,0,2.568,1.132,1.2333333333333334
2673,0,3.215,2.405,1.873333333333333
5324,0,1.103,0,0.36766666666666664
567,1.011,1.678,1.872,1.5203333333333333
1938,0,3.557,1.48,1.679
5770,0,0,2.039,0.6796666666666668
4728,0,1.968,1.106,1.0246666666666666
4992,0,2.126,1.063,1.063
6380,0,0,1.027,0.3423333333333333
1676,0,9.296,17.742,9.012666666666666
3328,0,1.011,1.018,0.6763333333333333
5704,0,0,1.154,0.38466666666666666
5815,0,0,1.06,0.35333333333333333
3585,0,2.681,3.005,1.8953333333333333
183,1.301,0,1.018,0.773
2825,0,4.423,7.012,3.811666666666666
2987,0,2.736,1.147,1.2943333333333333
3483,0,4.203,1.18,1.7943333333333333
2591,0,3.879,2.194,2.0243333333333333
1114,0,2.915,1.526,1.4803333333333333
865,0,2.056,1.161,1.0723333333333334
2757,0,3.712,4.346,2.686
5663,0,0,1.385,0.46166666666666667
4965,0,2.438,1.068,1.1686666666666667
696,0,4.243,2.044,2.095666666666667
6381,0,0,1.111,0.37033333333333335
1121,0,2.302,1.463,1.2550000000000001
1326,0,2.115,0,0.7050000000000001
3093,0,2.617,1.258,1.2916666666666667
5107,0,1.151,1.043,0.7313333333333333
3837,0,1.028,1.109,0.7123333333333334
5907,0,0,1.609,0.5363333333333333
3829,0,1.058,1.078,0.7120000000000001
2870,0,2.908,2.108,1.672
2338,0,1.073,1.267,0.7799999999999999
5872,0,0,1.336,0.44533333333333336
1611,0,2.464,2.02,1.4946666666666666
4739,0,1.756,1.327,1.0276666666666667
4406,0,1.019,1.018,0.6789999999999999
1275,0,2.725,1.783,1.5026666666666666
1626,0,1.033,1.142,0.725
373,1.012,3.266,2.198,2.158666666666667
4774,0,1.021,0,0.3403333333333333
4080,0,1.014,1.123,0.7123333333333334
5100,0,1.284,0,0.428
4055,0,3.773,2.661,2.1446666666666667
4031,0,2.937,1.392,1.4429999999999998
2134,0,1.953,1.281,1.078
3950,0,3.51,2.884,2.1313333333333335
1270,0,5.858,4.064,3.3073333333333337
2486,0,1.232,1.354,0.8620000000000001
4892,0,2.901,2.118,1.673
146,1.016,0,1.017,0.6776666666666666
3437,0,1.055,0,0.3516666666666666
2462,0,1.442,1.121,0.8543333333333333
2046,0,5.509,13.523,6.344
233,1.017,1.029,1.029,1.025
4336,0,2.474,0,0.8246666666666668
5796,0,0,1.123,0.37433333333333335
4201,0,1.008,1.039,0.6823333333333332
5247,0,2.497,1.022,1.173
5837,0,0,1.027,0.3423333333333333
2326,0,3.199,1.106,1.4349999999999998
3847,0,1.069,1.491,0.8533333333333334
433,1.011,1.222,1.056,1.0963333333333332
2550,0,1.103,1.036,0.7130000000000001
323,1.001,4.763,6.244,4.002666666666666
4438,0,2.651,1.191,1.2806666666666666
3597,0,1.977,1.8,1.2590000000000001
4857,0,2.737,1.087,1.2746666666666666
1098,0,6.569,1.681,2.75
1986,0,2.375,2.369,1.5813333333333333
5062,0,1.059,1.02,0.693
526,1.009,2.179,1.299,1.4956666666666667
6076,0,0,1.167,0.389
1534,0,2.601,1.118,1.2396666666666667
1132,0,3.35,0,1.1166666666666667
3628,0,1.401,1.025,0.8086666666666668
5970,0,0,2.129,0.7096666666666667
6225,0,0,1.037,0.3456666666666666
4435,0,2.314,0,0.7713333333333333
2122,0,4.389,5.895,3.4279999999999995
2843,0,3.373,3.49,2.287666666666667
2806,0,1.116,1.883,0.9996666666666667
3477,0,1.778,1.154,0.9773333333333333
2110,0,2.147,0,0.7156666666666666
3534,0,1.679,1.655,1.1113333333333333
6038,0,0,1.068,0.35600000000000004
5718,0,0,1.301,0.43366666666666664
785,0,8.116,7.866,5.327333333333333
1418,0,1.024,1.072,0.6986666666666667
5288,0,2.655,1.707,1.454
6359,0,0,1.011,0.33699999999999997
575,1.01,1.018,1.017,1.015
1165,0,8.205,3.77,3.9916666666666667
552,1.041,2.12,1.729,1.6300000000000001
5549,0,2.032,1.03,1.0206666666666668
3960,0,1.367,1.334,0.9003333333333333
4323,0,1.054,1.418,0.824
3661,0,1.727,1.095,0.9406666666666667
3812,0,1.024,1.21,0.7446666666666667
3173,0,2.271,1.044,1.105
1610,0,3.14,1.188,1.4426666666666668
2192,0,2.104,1.013,1.039
5030,0,1.824,0,0.608
4884,0,1.014,0,0.338
5221,0,2.832,1.646,1.4926666666666666
6147,0,0,1.086,0.36200000000000004
3968,0,2.019,1.292,1.1036666666666666
5092,0,2.033,1.081,1.038
3708,0,2.025,1.019,1.0146666666666666
1112,0,2.853,1.833,1.562
6299,0,0,1.013,0.3376666666666666
2671,0,1.302,1.118,0.8066666666666666
1217,0,1.734,1.972,1.2353333333333334
762,0,5.889,1.915,2.6013333333333333
4096,0,1.864,0,0.6213333333333334
178,1.018,2.517,0,1.1783333333333335
2767,0,2.518,1.121,1.2129999999999999
2036,0,1.28,1.773,1.0176666666666667
2488,0,3.221,1.65,1.6236666666666668
5412,0,1.01,1.013,0.6743333333333332
5259,0,1.015,1.057,0.6906666666666667
5590,0,1.019,1.013,0.6773333333333333
1730,0,1.242,1.323,0.855
4047,0,2.342,1.677,1.3396666666666668
4547,0,1.031,1.032,0.6876666666666665
1173,0,4.005,3.729,2.578
3663,0,1.846,1.064,0.9700000000000001
2019,0,2.806,1.611,1.4723333333333333
6345,0,0,1.038,0.34600000000000003
1548,0,1.808,1.279,1.029
1403,0,4.501,4.141,2.8806666666666665
1231,0,3.075,1.794,1.623
4063,0,1.021,1.059,0.6933333333333334
2263,0,2.867,3.077,1.9813333333333334
2754,0,1.069,1.058,0.709
2600,0,1.601,1.018,0.8729999999999999
2918,0,1.472,0,0.49066666666666664
4461,0,1.836,2.772,1.5359999999999998
6080,0,0,1.023,0.34099999999999997
5425,0,2.183,1.43,1.2043333333333333
2091,0,1.087,1.031,0.706
2993,0,1.241,1.086,0.7756666666666666
2711,0,1.136,1.104,0.7466666666666667
2149,0,1.02,1.02,0.68
84,1.014,5.15,2.208,2.7906666666666666
1169,0,7.51,8.701,5.403666666666666
4106,0,4.698,7.036,3.9113333333333333
512,1.013,1.121,1.037,1.057
4208,0,2.175,5.393,2.5226666666666664
994,0,3.258,1.182,1.4799999999999998
4388,0,2.324,1.746,1.3566666666666667
5729,0,0,1.186,0.3953333333333333
5126,0,1.264,2.88,1.3813333333333333
3720,0,1.184,1.052,0.7453333333333333
2316,0,1.035,1.088,0.7076666666666668
4223,0,2.012,2.887,1.633
1877,0,6.149,1.924,2.6910000000000003
2473,0,2.91,0,0.9700000000000001
3659,0,2.814,1.29,1.368
179,1.001,2.836,1.04,1.6256666666666666
632,1.02,1.389,3.493,1.9673333333333332
3023,0,1.056,1.107,0.7210000000000001
856,0,3.487,2.107,1.8646666666666667
4139,0,3.354,1.718,1.6906666666666668
2762,0,2.193,1.912,1.3683333333333334
4301,0,1.203,1.184,0.7956666666666666
5087,0,1.01,1.047,0.6856666666666666
6310,0,0,1.612,0.5373333333333333
5327,0,1.054,1.051,0.7016666666666667
3730,0,2.805,1.123,1.3093333333333332
4539,0,1.048,0,0.34933333333333333
812,0,1.826,1.07,0.9653333333333333
5440,0,3.478,2.076,1.8513333333333335
3170,0,1.316,1.596,0.9706666666666667
657,1.017,1.019,1.032,1.0226666666666666
428,1.017,6.71,7.126,4.9510000000000005
660,1.012,4.224,2.679,2.6383333333333336
1549,0,2.365,1.072,1.1456666666666668
1052,0,2.246,0,0.7486666666666667
3193,0,1.278,1.908,1.062
4937,0,1.011,0,0.33699999999999997
271,1.015,1.942,1.054,1.337
1465,0,4.223,4.977,3.0666666666666664
1190,0,3.369,1.189,1.5193333333333332
3258,0,1.104,1.208,0.7706666666666667
4958,0,2.171,1.152,1.1076666666666666
2435,0,6.299,8.048,4.782333333333334
6170,0,0,1.01,0.33666666666666667
5251,0,2.94,1.365,1.4349999999999998
2243,0,1.158,1.035,0.7309999999999999
5567,0,2.486,1.125,1.2036666666666667
4616,0,1.019,1.16,0.7263333333333333
1527,0,4.12,4.348,2.8226666666666667
1451,0,1.802,1.325,1.0423333333333333
4611,0,1.015,1.014,0.6763333333333333
562,1.017,1.343,1.3,1.22
4437,0,2.02,0,0.6733333333333333
4772,0,2.153,1.35,1.1676666666666666
4641,0,2.33,0,0.7766666666666667
6,1.077,1.321,0,0.7993333333333332
5772,0,0,1.031,0.3436666666666666
3945,0,3.166,0,1.0553333333333332
5950,0,0,1.063,0.35433333333333333
5204,0,1.125,1.011,0.7120000000000001
5842,0,0,1.291,0.4303333333333333
2893,0,2.66,1.77,1.4766666666666666
5697,0,0,1.064,0.3546666666666667
5550,0,1.07,0,0.3566666666666667
5734,0,0,1.165,0.38833333333333336
344,1.015,2.012,1.054,1.3603333333333334
5948,0,0,1.079,0.35966666666666663
4848,0,3.057,1.045,1.3673333333333335
1668,0,1.031,1.036,0.6890000000000001
4811,0,1.159,1.035,0.7313333333333333
54,1.016,3.327,2.271,2.2046666666666668
6292,0,0,1.015,0.3383333333333333
5464,0,2.604,0,0.868
5821,0,0,1.029,0.34299999999999997
5318,0,2.578,1.287,1.2883333333333333
3088,0,5.248,6.727,3.991666666666667
571,1.013,1.104,1.425,1.1806666666666665
482,1.017,1.02,1.495,1.1773333333333333
3411,0,1.045,1.033,0.6926666666666667
3032,0,2.046,0,0.6819999999999999
5595,0,1.013,1.035,0.6826666666666666
4951,0,1.071,1.268,0.7796666666666666
3903,0,1.83,1.012,0.9473333333333334
2417,0,4.327,3.979,2.768666666666667
4556,0,1.077,1.386,0.8210000000000001
894,0,2.05,2.089,1.3796666666666664
1505,0,3.097,1.434,1.5103333333333333
4663,0,1.239,1.709,0.9826666666666668
1962,0,1.058,1.032,0.6966666666666667
1057,0,5.897,5.039,3.6453333333333333
4120,0,1.036,1.078,0.7046666666666667
1923,0,1.632,1.417,1.0163333333333333
2932,0,4.576,5.925,3.5003333333333333
771,0,6.561,5.361,3.974
5945,0,0,1.014,0.338
4280,0,2.063,1.064,1.0423333333333333
5022,0,3.437,1.513,1.6499999999999997
4503,0,3.186,1.226,1.4706666666666666
3004,0,2.276,2.007,1.4276666666666664
3732,0,2.712,1.71,1.4740000000000002
1786,0,4.211,4.468,2.8930000000000002
943,0,2.05,2.737,1.5956666666666666
6045,0,0,1.033,0.3443333333333333
5646,0,0,1.119,0.373
4875,0,3.174,1.448,1.5406666666666666
4108,0,1.167,1.069,0.7453333333333333
3845,0,1.154,1.114,0.7559999999999999
4703,0,1.053,1.102,0.7183333333333334
1017,0,2.539,1.284,1.2743333333333335
3739,0,2.232,1.264,1.1653333333333336
5395,0,1.019,1.057,0.6919999999999998
4854,0,2.319,1.015,1.1113333333333333
572,1.017,2.793,2.185,1.9983333333333333
5828,0,0,1.217,0.4056666666666667
5953,0,0,1.086,0.36200000000000004
1999,0,1.791,1.124,0.9716666666666667
4677,0,1.019,1.19,0.7363333333333332
1579,0,1.132,1.013,0.7149999999999999
6302,0,0,1.01,0.33666666666666667
2669,0,1.043,1.09,0.711
3243,0,1.24,1.029,0.7563333333333334
5164,0,3.053,2.109,1.7206666666666666
714,0,2.731,2.03,1.5869999999999997
3874,0,1.022,1.011,0.6776666666666666
1261,0,2.65,1.136,1.2619999999999998
4696,0,1.019,0,0.3396666666666666
293,1.015,0,1.098,0.7043333333333334
2226,0,2.038,1.027,1.0216666666666665
2179,0,2.079,0,0.6930000000000001
6229,0,0,1.015,0.3383333333333333
2854,0,3.292,4.455,2.582333333333333
1949,0,2.648,1.231,1.2930000000000001
4737,0,1.902,0,0.634
1518,0,2.572,1.045,1.2056666666666667
2906,0,2.832,1.402,1.4113333333333333
3709,0,2.053,1.11,1.0543333333333333
450,1.019,2.251,2.971,2.0803333333333334
3413,0,1.224,1.532,0.9186666666666667
1059,0,1.763,1.84,1.2009999999999998
1795,0,1.254,1.836,1.03
811,0,1.936,1.651,1.1956666666666667
3496,0,2.12,1.094,1.0713333333333335
3329,0,2.121,2.68,1.6003333333333334
554,1.034,6.512,4.113,3.886333333333333
3418,0,6.602,8.687,5.096333333333333
2833,0,2.572,1.211,1.2610000000000001
1854,0,4.173,2.648,2.2736666666666667
2700,0,2.525,0,0.8416666666666667
722,0,1.048,1.039,0.6956666666666665
4731,0,1.027,0,0.3423333333333333
1902,0,1.894,1.095,0.9963333333333333
2696,0,2.468,0,0.8226666666666667
378,1.03,6.626,6.594,4.75
4340,0,1.362,1.315,0.8923333333333333
6291,0,0,1.01,0.33666666666666667
3442,0,4.337,3.73,2.689
6164,0,0,1.025,0.3416666666666666
3503,0,1.016,1.013,0.6763333333333333
5121,0,1.099,1.069,0.7226666666666667
2422,0,2.03,1.677,1.2356666666666667
789,0,1.493,1.137,0.8766666666666666
164,1.019,2.19,1.018,1.4089999999999998
5782,0,0,1.213,0.4043333333333334
355,1.021,2.642,4.417,2.6933333333333334
2729,0,1.089,1.192,0.7603333333333332
4343,0,2.535,3.577,2.037333333333333
2624,0,1.426,1.11,0.8453333333333334
3352,0,1.724,1.663,1.129
4118,0,1.644,1.049,0.8976666666666665
360,1.014,2.423,1.02,1.485666666666667
506,1.021,2.069,1.2,1.43
971,0,2.46,1.587,1.349
814,0,2.577,2.393,1.6566666666666665
1520,0,1.446,1.827,1.091
4558,0,1.032,1.015,0.6823333333333332
868,0,1.029,1.106,0.7116666666666666
4300,0,3.214,4.825,2.6796666666666664
5672,0,0,1.024,0.3413333333333333
4988,0,2.71,1.613,1.441
151,1.122,1.052,1.468,1.2140000000000002
2905,0,2.18,0,0.7266666666666667
1431,0,3.192,1.667,1.6196666666666666
4418,0,1.947,1.031,0.9926666666666666
6277,0,0,1.076,0.3586666666666667
3717,0,5.427,15.22,6.8823333333333325
6087,0,0,1.012,0.3373333333333333
1722,0,1.206,1.129,0.7783333333333333
4258,0,2.145,1.047,1.064
308,1.013,2.519,1.066,1.5326666666666666
664,0,1.142,1.284,0.8086666666666668
4701,0,1.839,1.204,1.0143333333333333
30,1.012,4.245,5.847,3.701333333333333
1340,0,1.073,0,0.35766666666666663
2220,0,3.232,1.863,1.6983333333333335
5303,0,2.264,2.203,1.4889999999999999
5525,0,3.291,1.077,1.4560000000000002
2986,0,1.015,0,0.3383333333333333
4385,0,3.669,3.506,2.3916666666666666
2593,0,1.447,1.068,0.8383333333333334
5124,0,1.086,1.19,0.7586666666666666
4929,0,3.867,1.858,1.9083333333333332
2405,0,4.676,2.14,2.2720000000000002
5104,0,1.032,1.084,0.7053333333333334
5431,0,1.045,1.014,0.6863333333333334
4285,0,2.402,2.555,1.6523333333333337
742,0,1.43,1.513,0.9809999999999999
4586,0,2.117,0,0.7056666666666667
3922,0,1.15,1.138,0.7626666666666666
5942,0,0,1.019,0.3396666666666666
5436,0,1.326,0,0.442
6383,0,0,1.201,0.4003333333333334
2750,0,1.018,1.096,0.7046666666666667
4800,0,1.073,1.025,0.6993333333333333
1008,0,3.327,1.744,1.6903333333333332
2597,0,1.016,1.164,0.7266666666666666
1912,0,1.729,1.766,1.165
588,1.029,6.39,5.742,4.387
3365,0,3.638,2.558,2.0653333333333332
6222,0,0,1.022,0.3406666666666667
796,0,2.118,1.556,1.2246666666666666
4531,0,1.066,1.03,0.6986666666666667
1396,0,6.972,7.849,4.940333333333334
4254,0,1.848,0,0.616
5238,0,1.021,1.068,0.6963333333333334
1711,0,4.949,2.312,2.4203333333333332
1708,0,1.512,1.046,0.8526666666666666
5406,0,2.566,1.033,1.1996666666666667
2620,0,2.332,1.295,1.2089999999999999
1606,0,3.956,1.498,1.8179999999999998
5832,0,0,1.026,0.342
6331,0,0,1.027,0.3423333333333333
682,0,7.037,1.058,2.6983333333333337
4378,0,3.93,3.04,2.3233333333333337
493,1.011,2.244,1.037,1.4306666666666665
2931,0,3.355,1.371,1.5753333333333333
1508,0,2.508,1.388,1.2986666666666666
1644,0,1.413,1.683,1.032
4904,0,1.978,1.524,1.1673333333333333
3162,0,1.012,0,0.3373333333333333
1669,0,1.125,1.291,0.8053333333333333
6127,0,0,1.176,0.39199999999999996
3153,0,2.327,1.108,1.145
3480,0,1.103,1.067,0.7233333333333333
4698,0,2.887,1.128,1.3383333333333332
692,0,3.917,2.844,2.2536666666666663
2641,0,2.172,1.055,1.0756666666666668
6374,0,0,1.031,0.3436666666666666
3119,0,2.145,1.037,1.0606666666666666
2054,0,1.879,2.003,1.294
697,0,2.783,1.663,1.482
2903,0,2.296,1.07,1.1219999999999999
3476,0,1.69,1.05,0.9133333333333334
5850,0,0,1.461,0.48700000000000004
3755,0,2.764,1.121,1.295
4241,0,3.548,1.437,1.6616666666666668
1040,0,2.243,1.186,1.143
4471,0,1.016,0,0.33866666666666667
1194,0,3.403,2.266,1.8896666666666668
1314,0,1.765,1.041,0.9353333333333333
3370,0,2.88,2.646,1.8419999999999999
3505,0,3.328,1.415,1.5810000000000002
2773,0,1.258,1.044,0.7673333333333333
5812,0,0,1.045,0.34833333333333333
654,1.013,5.768,5.805,4.195333333333333
2526,0,2.021,1.143,1.0546666666666666
60,1.044,1.294,1.473,1.2703333333333333
481,1.008,5.763,4.236,3.669
73,1.017,1.177,1.055,1.083
1211,0,3.02,1.191,1.4036666666666668
3760,0,1.032,1.014,0.682
4021,0,4.016,2.196,2.0706666666666664
4780,0,1.018,0,0.3393333333333333
6385,0,0,1.018,0.3393333333333333
5701,0,0,1.15,0.3833333333333333
1909,0,2.262,1.14,1.1340000000000001
755,0,2.003,0,0.6676666666666667
885,0,6.517,8.991,5.169333333333333
5575,0,1.081,2.248,1.1096666666666668
1620,0,4.261,2.585,2.282
6126,0,0,1.048,0.34933333333333333
1075,0,6.737,8.866,5.201
2068,0,4.885,4.25,3.045
2896,0,3.451,1.262,1.571
4025,0,2.11,1.034,1.048
1758,0,1.014,1.079,0.6976666666666667
1699,0,2.556,0,0.852
3125,0,2.67,1.017,1.2289999999999999
3133,0,1.216,1.153,0.7896666666666666
1582,0,2.78,1.769,1.516333333333333
498,1.013,4.932,2.779,2.908
2355,0,2.183,1.022,1.0683333333333334
5372,0,1.013,1.047,0.6866666666666665
1663,0,1.087,1.122,0.7363333333333334
576,1.014,1.838,1.857,1.5696666666666668
4911,0,2.043,3.985,2.0093333333333336
2123,0,3.046,2.669,1.905
1446,0,1.995,2.987,1.6606666666666667
5862,0,0,1.032,0.34400000000000003
6044,0,0,1.113,0.371
1778,0,1.115,1.019,0.7113333333333333
3866,0,1.439,1.17,0.8696666666666667
5668,0,0,1.235,0.4116666666666667
2586,0,2.81,1.898,1.5693333333333335
3602,0,1.13,0,0.37666666666666665
2899,0,2.352,1.09,1.1473333333333333
4283,0,1.169,1.116,0.7616666666666667
1073,0,1.439,1.593,1.0106666666666666
2884,0,1.024,1.048,0.6906666666666667
4383,0,1.041,1.504,0.8483333333333333
5849,0,0,1.019,0.3396666666666666
1598,0,2.507,1.038,1.1816666666666666
3468,0,1.396,2.233,1.2096666666666667
4729,0,2.121,1.097,1.0726666666666667
4697,0,2.058,1.75,1.2693333333333332
3430,0,1.277,1.257,0.8446666666666666
711,0,4.017,1.014,1.6770000000000003
1163,0,5.106,2.771,2.6256666666666666
4372,0,3.041,1.379,1.4733333333333334
6332,0,0,1.059,0.353
629,1.014,0,0,0.338
6325,0,0,1.017,0.33899999999999997
5278,0,1.007,1.053,0.6866666666666665
2516,0,2.472,1.345,1.2723333333333333
4865,0,1.034,1.068,0.7006666666666668
4339,0,1.059,0,0.353
5485,0,1.019,1.056,0.6916666666666668
2846,0,1.742,1.366,1.036
2866,0,2.334,0,0.778
5712,0,0,1.017,0.33899999999999997
2695,0,1.015,0,0.3383333333333333
4119,0,1.016,0,0.33866666666666667
2225,0,2.688,1.242,1.31
2464,0,1.145,1.144,0.7629999999999999
3539,0,3.319,1.144,1.4876666666666667
2215,0,3.53,3.122,2.217333333333333
24,1.018,3.086,3.932,2.6786666666666665
3633,0,1.353,1.139,0.8306666666666667
5305,0,2.225,0,0.7416666666666667
4950,0,1.03,1.027,0.6856666666666666
5599,0,0,1.575,0.525
6056,0,0,1.02,0.34
197,1.012,1.036,1.015,1.021
6124,0,0,1.068,0.35600000000000004
5805,0,0,1.021,0.3403333333333333
3957,0,3.5,1.182,1.5606666666666669
6026,0,0,1.046,0.3486666666666667
1468,0,3.063,1.141,1.4013333333333335
3940,0,1.101,1.098,0.733
3084,0,3.385,2.039,1.8079999999999998
4331,0,1.017,0,0.33899999999999997
4197,0,1.479,1.633,1.0373333333333334
1650,0,2.084,1.07,1.0513333333333332
4982,0,2.478,1.235,1.2376666666666667
3793,0,2.121,0,0.707
3117,0,2.134,1.342,1.1586666666666667
2223,0,1.328,1.562,0.9633333333333334
724,0,3.424,0,1.1413333333333333
208,1.02,1.407,1.304,1.2436666666666667
5695,0,0,1.038,0.34600000000000003
3615,0,2.412,1.29,1.234
46,1.035,2.489,2.495,2.0063333333333335
948,0,1.663,1.791,1.1513333333333333
899,0,14.711,9.225,7.978666666666666
2680,0,1.044,1.052,0.6986666666666667
5924,0,0,1.064,0.3546666666666667
176,1.001,1.185,1.401,1.1956666666666667
1354,0,1.957,1.092,1.0163333333333335
2071,0,3.669,3.28,2.316333333333333
5535,0,2.271,1.424,1.2316666666666667
521,1.016,1.016,1.016,1.016
2788,0,1.04,1.067,0.7023333333333334
1604,0,3.205,1.065,1.4233333333333331
1827,0,2.973,2.776,1.9163333333333332
459,1.016,1.828,1.86,1.5680000000000003
2005,0,2.225,1.023,1.0826666666666667
514,1.018,3.215,2.053,2.095333333333333
5929,0,0,1.045,0.34833333333333333
2739,0,3.658,1.508,1.7220000000000002
947,0,3.786,1.754,1.8466666666666667
245,1.02,3.782,1.556,2.119333333333333
1759,0,3.088,2.007,1.6983333333333335
2152,0,4.771,2.237,2.336
4662,0,1.197,1.332,0.843
264,1.001,2.225,1.39,1.5386666666666666
6008,0,0,1.41,0.47
5846,0,0,1.05,0.35000000000000003
4991,0,2.27,1.031,1.1003333333333334
471,1.01,1.016,1.017,1.0143333333333333
