layer,node,SIR
17,165,1.018
19,165,1.013
22,165,1.017
25,165,1.019
27,165,1.021
29,165,1.011
32,165,1.013
35,165,1.014
1,142,1.031
2,142,1.046
3,142,1.034
5,142,1.092
6,142,1.047
7,142,1.023
8,142,1.037
10,142,1.016
11,142,1.054
13,142,1.034
16,142,1.02
17,142,1.076
19,142,1.009
21,142,1.036
23,142,1.022
27,142,1.045
28,142,1.095
30,142,1.081
5,176,1.07
10,176,1.021
15,176,1.014
21,176,1.027
27,176,1.009
28,176,1.019
32,176,1.02
2,185,1.054
5,185,1.094
7,185,1.013
8,185,1.043
10,185,1.09
11,185,1.031
12,185,1.038
13,185,1.061
16,185,1.019
19,185,1.021
21,185,1.029
22,185,1.032
25,185,1.023
27,185,1.03
30,185,1.013
31,185,1.012
33,185,1.052
36,185,1.02
2,133,1.045
5,133,1.043
7,133,1.015
10,133,1.032
13,133,1.024
22,133,1.018
24,133,1.011
25,133,1.017
27,133,1.014
30,133,1.013
36,133,1.015
2,69,1.048
3,69,1.021
5,69,1.064
6,69,1.042
10,69,1.051
11,69,1.053
12,69,1.051
13,69,1.069
15,69,1.017
16,69,1.056
17,69,1.013
19,69,1.043
22,69,1.085
23,69,1.057
24,69,1.015
25,69,1.045
27,69,1.111
28,69,1.025
29,69,1.045
30,69,1.075
33,69,1.017
35,69,1.023
2,54,1.029
3,54,1.03
6,54,1.051
7,54,1.013
8,54,1.021
10,54,1.101
11,54,1.052
12,54,1.052
13,54,1.211
16,54,1.024
17,54,1.022
21,54,1.022
23,54,1.028
27,54,1.009
28,54,1.034
30,54,1.012
32,54,1.012
33,54,1.016
35,54,1.109
36,54,1.013
3,126,1.048
5,126,1.069
6,126,1.039
8,126,1.03
10,126,1.019
11,126,1.039
13,126,1.041
16,126,1.029
17,126,1.014
21,126,1.037
22,126,1.052
23,126,1.028
24,126,1.011
27,126,1.014
2,113,1.034
3,113,1.017
5,113,1.057
8,113,1.022
14,113,1.016
22,113,1.009
25,113,1.016
31,113,1.016
2,101,1.031
3,101,1.019
5,101,1.064
8,101,1.072
10,101,1.039
11,101,1.017
13,101,1.052
16,101,1.013
19,101,1.014
22,101,1.034
25,101,1.038
27,101,1.026
30,101,1.008
35,101,1.033
1,75,1.023
2,75,1.038
3,75,1.012
5,75,1.114
6,75,1.043
8,75,1.036
10,75,1.089
11,75,1.031
12,75,1.03
13,75,1.095
16,75,1.032
17,75,1.028
19,75,1.021
21,75,1.06
22,75,1.054
23,75,1.019
25,75,1.037
27,75,1.04
28,75,1.041
30,75,1.031
35,75,1.017
2,74,1.044
5,74,1.074
8,74,1.086
10,74,1.012
13,74,1.066
16,74,1.017
18,74,1.015
19,74,1.015
22,74,1.011
25,74,1.014
27,74,1.014
30,74,1.011
32,74,1.016
34,74,1.006
35,74,1.043
2,153,1.049
5,153,1.057
8,153,1.097
11,153,1.013
13,153,1.046
17,153,1.009
21,153,1.021
23,153,1.02
25,153,1.022
27,153,1.012
28,153,1.021
32,153,1.026
35,153,1.022
1,144,1.027
2,144,1.032
3,144,1.023
5,144,1.075
6,144,1.051
8,144,1.074
10,144,1.046
11,144,1.04
12,144,1.012
13,144,1.064
15,144,1.031
16,144,1.049
17,144,1.07
19,144,1.01
21,144,1.024
22,144,1.064
23,144,1.059
24,144,1.015
25,144,1.042
27,144,1.076
28,144,1.048
29,144,1.011
30,144,1.029
35,144,1.059
2,73,1.029
5,73,1.092
8,73,1.057
10,73,1.015
13,73,1.096
14,73,1.016
19,73,1.013
25,73,1.028
27,73,1.025
30,73,1.02
35,73,1.039
2,122,1.032
5,122,1.035
13,122,1.018
16,122,1.014
19,122,1.014
21,122,1.008
22,122,1.048
23,122,1.017
25,122,1.043
28,122,1.007
1,130,1.02
2,130,1.058
3,130,1.085
4,130,1.076
5,130,1.074
6,130,1.057
7,130,1.025
8,130,1.029
10,130,1.05
11,130,1.088
12,130,1.011
13,130,1.068
14,130,1.021
16,130,1.18
17,130,1.083
18,130,1.022
19,130,1.053
21,130,1.122
22,130,1.032
23,130,1.027
25,130,1.068
27,130,1.078
28,130,1.09
30,130,1.096
33,130,1.019
7,48,1.021
11,11,1.012
25,11,1.015
1,151,1.025
2,151,1.06
3,151,1.028
4,151,1.018
5,151,1.063
8,151,1.036
11,151,1.031
16,151,1.037
17,151,1.02
18,151,1.013
19,151,1.012
21,151,1.043
22,151,1.062
23,151,1.026
24,151,1.01
25,151,1.093
26,151,1.014
35,151,1.076
36,151,1.025
5,78,1.045
7,78,1.016
8,78,1.078
10,78,1.016
12,78,1.017
13,78,1.014
2,163,1.047
5,163,1.126
7,163,1.019
8,163,1.086
10,163,1.021
13,163,1.037
15,163,1.022
21,163,1.06
22,163,1.013
25,163,1.016
27,163,1.038
28,163,1.018
30,163,1.034
35,163,1.02
15,53,1.012
16,53,1.012
22,53,1.018
23,53,1.012
25,53,1.015
2,60,1.073
3,60,1.032
4,60,1.015
5,60,1.08
6,60,1.043
8,60,1.1
11,60,1.054
13,60,1.047
15,60,1.013
16,60,1.014
19,60,1.059
21,60,1.032
22,60,1.029
23,60,1.01
24,60,1.019
25,60,1.045
27,60,1.017
30,60,1.025
33,60,1.021
35,60,1.034
1,57,1.024
2,57,1.05
5,57,1.075
8,57,1.06
10,57,1.04
11,57,1.013
12,57,1.023
13,57,1.037
16,57,1.014
18,57,1.021
19,57,1.058
21,57,1.051
22,57,1.021
25,57,1.065
27,57,1.015
30,57,1.009
35,57,1.02
2,90,1.044
5,90,1.039
7,90,1.013
8,90,1.064
10,90,1.045
13,90,1.073
15,90,1.019
16,90,1.056
19,90,1.029
21,90,1.025
22,90,1.048
25,90,1.091
27,90,1.043
30,90,1.029
36,90,1.019
11,20,1.018
3,200,1.164
4,200,1.011
23,4,1.015
2,104,1.049
5,104,1.051
8,104,1.07
10,104,1.011
11,104,1.058
12,104,1.014
13,104,1.061
16,104,1.016
17,104,1.018
19,104,1.018
21,104,1.025
22,104,1.019
24,104,1.018
25,104,1.01
33,104,1.067
35,104,1.044
10,66,1.034
11,66,1.007
12,66,1.018
13,66,1.024
3,3,1.018
16,3,1.023
22,3,1.018
23,3,1.013
10,1,1.015
13,1,1.016
2,168,1.037
3,168,1.024
4,168,1.014
5,168,1.054
7,168,1.019
8,168,1.031
11,168,1.03
13,168,1.038
16,168,1.012
19,168,1.018
21,168,1.019
25,168,1.01
32,168,1.014
33,168,1.011
35,168,1.016
1,161,1.018
2,161,1.051
3,161,1.018
5,161,1.062
6,161,1.037
8,161,1.074
10,161,1.037
11,161,1.096
12,161,1.016
13,161,1.019
15,161,1.012
16,161,1.045
17,161,1.15
21,161,1.026
22,161,1.031
23,161,1.031
25,161,1.033
27,161,1.026
28,161,1.041
30,161,1.023
32,161,1.017
35,161,1.014
3,132,1.027
10,132,1.013
11,132,1.038
13,132,1.015
15,132,1.016
16,132,1.025
19,132,1.028
21,132,1.012
23,132,1.022
25,132,1.018
27,132,1.01
30,132,1.029
7,33,1.014
13,13,1.02
25,13,1.014
2,218,1.04
5,218,1.074
8,218,1.03
13,218,1.014
19,19,1.017
1,190,1.023
2,190,1.028
3,190,1.126
4,190,1.118
5,190,1.079
6,190,1.039
7,190,1.024
8,190,1.034
10,190,1.087
11,190,1.171
13,190,1.059
14,190,1.038
16,190,1.161
17,190,1.068
19,190,1.026
21,190,1.087
22,190,1.22
23,190,1.209
24,190,1.015
25,190,1.064
26,190,1.016
27,190,1.081
28,190,1.052
30,190,1.059
31,190,1.042
35,190,1.024
2,146,1.034
3,146,1.045
4,146,1.043
5,146,1.066
13,146,1.017
1,196,1.59
2,196,2.692
1,134,1.022
2,134,1.048
3,134,1.031
4,134,1.016
5,134,1.064
6,134,1.021
8,134,1.049
10,134,1.045
11,134,1.035
12,134,1.015
13,134,1.03
16,134,1.039
17,134,1.068
18,134,1.015
19,134,1.009
21,134,1.034
22,134,1.017
23,134,1.025
25,134,1.013
27,134,1.047
28,134,1.053
29,134,1.018
31,134,1.033
33,134,1.015
35,134,1.014
36,134,1.017
2,67,1.052
3,67,1.058
4,67,1.018
5,67,1.074
8,67,1.052
10,67,1.035
11,67,1.031
12,67,1.018
13,67,1.028
19,67,1.017
21,67,1.022
22,67,1.018
25,67,1.048
27,67,1.026
28,67,1.049
30,67,1.019
33,67,1.056
35,67,1.036
